category,title,slug,level,description,starter_code,test_cases,hints,id,function_name
algorithms,İkili Arama,i-kili-arama,beginner,"Sıralı bir listede binary search ile hedef sayının indeksini döndür.
Bulunamazsa -1 döndür.","def binary_search_index(nums: list[int], target: int) -> int:
    # Manuel ikiye bölme, bisect yasak
    pass","[{""input"": {""arr"": [1, 3, 5, 7, 9, 11], ""target"": 7}, ""expected"": 3}, {""input"": {""arr"": [1, 3, 5, 7, 9, 11], ""target"": 6}, ""expected"": -1}, {""input"": {""arr"": [1], ""target"": 1}, ""expected"": 0}]","[""💡 İpucu 1: left=0, right=len(arr)-1 ile başla."", ""💡 İpucu 2: mid = (left+right)//2; arr[mid]>target ise right=mid-1, küçükse left=mid+1"", ""💡 İpucu 3: arr[mid]==target ise mid'i döndür. Döngü biterse -1.""]",46,binary_search_index
algorithms,İki Maaş Bordrosunu Birleştir,i-ki-maas-bordrosunu-birlestir,intermediate,"İki maaş bordrosu kaydını birleştirip tek bir sözlük olarak döndüren fonksiyon yaz. Ortak alanlar üzerinde değerler güncellenir (ikinci sözlük kazanır), çakışmayan alanlar korunur.","def merge_salaries(eng: dict, mkt: dict) -> dict:
    pass","[{""""input"""": [{""""ali"""": 80000, """"ayse"""": 75000}, {""""ayse"""": 72000, """"mehmet"""": 70000}], """"expected"""": {""""ali"""": 80000, """"ayse"""": 72000, """"mehmet"""": 70000}, """"description"""": """"catisma ikinci kazanir""""}, {""""input"""": [{""""a"""": 1}, {""""b"""": 2}], """"expected"""": {""""a"""": 1, """"b"""": 2}, """"description"""": """"ayrik alanlar""""}]","[""💡 İpucu 1: Sonuç sözlüğünü eng kopyasıyla başlat: result = dict(eng)."", ""💡 İpucu 2: mkt içindeki her anahtar-değer çiftini result üzerine yaz: result.update(mkt)."", ""💡 İpucu 3: Python 3.9+’da {**eng, **mkt} tek satırda aynı işi yapar.""]",68,merge_salaries
algorithms,Verilen miktarı en az sayıda bozuk para ile öde,verilen-miktari-en-az-sayida-bozuk-para-ile-ode,beginner,"Verilen miktarı en az sayıda bozuk para ile öde.
Kullanılabilir bozukluklar: [100,50,25,10,5,1] kuruş.","def make_change(n: int) -> dict:
    pass","[{""input"": 187, ""expected"": {""100"": 1, ""50"": 1, ""25"": 1, ""10"": 1, ""5"": 0, ""1"": 2}}, {""input"": 75, ""expected"": {""100"": 0, ""50"": 1, ""25"": 1, ""10"": 0, ""5"": 0, ""1"": 0}}]","[""💡 İpucu 1: Her bozukluk için: count = amount // coin"", ""💡 İpucu 2: amount = amount % coin ile kalanı güncelle."", ""💡 İpucu 3: Sonuçları result[coin] = count olarak sakla.""]",48,make_change
algorithms,Kaplama Problemi,kaplama-problemi,intermediate,"n×m'lik bir grid var (ör: 3×3). Sol üstten (0,0) sağ alta (n-1,m-1) sadece SAĞ veya AŞAĞI hareket edebilirsin.
Kaç farklı yol var? Bu klasik bir DP problemidir: dp[i][j] = dp[i-1][j] + dp[i][j-1]. n=1 veya m=1 için yol sayısı 1'dir.
Örnek: 2×2 grid'de 2 yol (sağ-aşağı veya aşağı-sağ).","def climb_stairs(n: int) -> int:
    pass","[{""input"": {""n"": 2, ""m"": 2}, ""expected"": 2}, {""input"": {""n"": 3, ""m"": 3}, ""expected"": 6}, {""input"": {""n"": 1, ""m"": 5}, ""expected"": 1}, {""input"": {""n"": 4, ""m"": 4}, ""expected"": 20}]","[""💡 İpucu 1: Bu aslında Fibonacci dizisi! dp[1]=1, dp[2]=2"", ""💡 İpucu 2: dp[i] = dp[i-1] + dp[i-2] (bir önceki veya iki önceki basamaktan gelir)"", ""💡 İpucu 3: Hafıza optimizasyonu için yalnızca son iki değeri tut.""]",49,grid_unique_paths
algorithms,En Kısa Yol (BFS),bir-2d-grid-de-0-gecit-1-duvar,intermediate,"Bir 2D grid'de (0=geçit, 1=duvar) en kısa yolu bul.
(0,0)'dan (m-1, n-1)'e sadece sağ/aşağı hareketle.
Başlangıç veya bitiş duvarsa ya da yol yoksa -1 döndür.","def shortest_path(nums: list[int], lst: list[int], arr2: list[int]) -> int:
    pass","[{""input"": [[0, 0, 0], [1, 1, 0], [0, 0, 0]], ""expected"": 4, ""description"": ""klasik örnek""}, {""input"": [[0, 1], [1, 0]], ""expected"": -1, ""description"": ""ulaşılamaz""}, {""input"": [[0, 0], [0, 0]], ""expected"": 2, ""description"": ""açık 2x2""}, {""input"": [[1]], ""expected"": -1, ""description"": ""başlangıç duvar""}]","[""💡 İpucu 1: BFS için queue kullan: [(0,0,0)]  # (satır, sütun, adım)"", ""💡 İpucu 2: Ziyaret edilenleri takip et: visited = set(); visited.add((0,0))"", ""💡 İpucu 3: 4 yön: [(-1,0),(1,0),(0,-1),(0,1)]; sınır ve duvar kontrolü yap.""]",50,shortest_path
algorithms,En Yakın Rakam Toplamı,en-yakin-rakam-toplami,intermediate,"Bir sayı dizisinde, toplamı hedef sayıya en yakın olan iki elemanı bul.
Birden fazla çözüm varsa, herhangi birini döndürmek yeterli.
Sonuç: [eleman1, eleman2] şeklinde liste döndür.
Örnek: [1, 2, 3, 4, 5]","def find_closest_pair(x: dict) -> list[int]:
    pass","[{""""input"""": [8, [1, 2, 3, 4, 5]], """"expected"""": [3, 5], """"description"""": """"target 8""""}, {""""input"""": [10, [1, 2, 3, 4]], """"expected"""": [3, 4], """"description"""": """"target 10""""}]","[""💡 İpucu 1: Önce listeyi sırala (sıralanmış liste ile çalışmak daha kolay)."", ""💡 İpucu 2: İki işaretçi tekniği kullan — biri başta, biri sonda."", ""💡 İpucu 3: current_sum = arr[left] + arr[right]; hedefe göre işaretçileri hareket ettir.""]",70,find_closest_pair
algorithms,Tekrarlanan Karakter Zinciri,tekrarlanan-karakter-zinciri,intermediate,"Bir string içinde art arda tekrar eden karakterlerden oluşan en uzun zinciri bul. Sonuç: (karakter, zincir_uzunluğu) tuple'ı. Birden fazla eşit uzunlukta zincir varsa alfabetik ilk karakteri döndür.

Örnek: 'aabbbcccddde' → ('b', 3) veya 'aaabbb' → ('a', 3)

itertools.groupby yasak, manuel sayaç mantığı gerekli.","def longest_char_chain(nums: str) -> list[str]:
    pass","[{""""input"""": """"aabbbcccddaaa"""", """"expected"""": [""""b"""", 3], """"description"""": """"aabbbcccddaaa""""}, {""""input"""": """"abcdef"""", """"expected"""": [""""a"""", 1], """"description"""": """"unique chars""""}, {""""input"""": """"aaaaa"""", """"expected"""": [""""a"""", 5], """"description"""": """"5 a""""}, {""""input"""": """""""", """"expected"""": ["""""""", 0], """"description"""": """"bos string""""}]","[""💡 İpucu 1: İki değişken tut: mevcut karakter ve mevcut sayı."", ""💡 İpucu 2: Her yeni karakter için: aynıysa sayıyı artır, farklıysa sıfırla."", ""💡 İpucu 3: En uzun zinciri ve karakterini takip et.""]",71,longest_char_chain
algorithms,Alt Dizi Toplam Kontrolü,alt-dizi-toplam-kontrolu,intermediate,"Bir sayı listesi ve bir hedef sayı veriliyor. Listedeki herhangi bir alt dizinin (continuous subsequence) toplamı hedefe eşit mi? Varsa True, yoksa False döndür. Boş alt dizi toplamı 0 kabul edilir, hedef 0 ise True.

Örnek: [1, 4, 2, 7], hedef=6 → True (4+2). Örnek: [1, 4, 2, 7], hedef=20 → False.

O(n^2) brute force kabul, O(n) prefix sum ile optimal çözüm teşvik edilir.","def has_subarray_with_sum(x: dict) -> bool:
    pass","[{""input"": {""nums"": [1, 4, 20, 3, 10, 5], ""target"": 33}, ""expected"": true}, {""input"": {""nums"": [1, 2, 3, 4], ""target"": 15}, ""expected"": false}, {""input"": {""nums"": [1, 2, 3], ""target"": 6}, ""expected"": true}, {""input"": {""nums"": [0, 0], ""target"": 0}, ""expected"": true}, {""input"": {""nums"": [-2, -1, 0, 1, 2], ""target"": 0}, ""expected"": true}]","[""💡 İpucu 1: Sliding window tekniği düşün — başlangıç ve bitiş işaretçileri."", ""💡 İpucu 2: Mevcut toplam hedefi aştıysa, başlangıcı kaydır."", ""💡 İpucu 3: Negatif sayılar varsa sliding window çalışmaz — prefix sum + hashmap dene.""]",72,subarray_sum_exists
python-basics,Cift Sayilari Filtrele ve Karelerini Topla,cift-sayilari-filtrele-ve-karelerini-topla,beginner,"Bir sayı listesi var. Listedeki SADECE çift sayıların karelerini al ve topla. Tek sayılar yok sayılır (sadece çiftler işlenir). Liste boşsa 0 döndür.

Örnek: [1, 2, 3, 4, 5, 6] → 4² + 6² = 16 + 36 = 52.

sum() ve filter() kullanmadan, manuel akümülatör gerekli (for döngüsü).","def sum_of_even_squares(nums: list[int]) -> int:
    pass","[{""input"": [2, 3, 4, 5, 6], ""expected"": 56}, {""input"": [1, 3, 5, 7], ""expected"": 0}, {""input"": [10], ""expected"": 100}, {""input"": [], ""expected"": 0}]","[""💡 Ipucu 1: x % 2 == 0 ile cift sayilari filtrele."", ""💡 Ipucu 2: sum() icinde generator expression kullan."", ""💡 Ipucu 3: sum(x*x for x in nums if x % 2 == 0) tek satirda coz.""]",84,sum_even_squares
python-basics,Iki String Arasindaki Ortak Karakterler,iki-string-arasindaki-ortak-karakterler,beginner,"İki string arasında ortak karakterleri (küçük harf duyarsız, tekrar etmeyen) alfabetik sırayla liste olarak döndüren fonksiyon yaz.","def common_chars(s: str, text: str) -> list | list[str]:
    pass","[{""""input"""": [""""Merhaba"""", """"Araba""""], """"expected"""": [""""a"""", """"r""""], """"description"""": """"2 string""""}, {""""input"""": [""""Python"""", """"Java""""], """"expected"""": [""""a""""], """"description"""": """"2 string""""}]","[""💡 Ipucu 1: set(a.lower()) & set(b.lower()) -> kesisim."", ""💡 Ipucu 2: sorted() ile alfabetik siraya koy."", ""💡 Ipucu 3: list(sorted(set(a.lower()) & set(b.lower()))) tek satir.""]",85,common_chars
algorithms,Sayilari Toplami Hedefe Esit Olan Ciftler,sayilari-toplami-hedefe-esit-olan-ciftler,intermediate,"Bir liste ve bir hedef sayı var. Listedeki hangi iki sayının toplamı hedefe eşit? Tüm benzersiz çiftleri (küçük, büyük) sırayla, hedef sırasına göre listele. Aynı değer iki kez kullanılamaz.

Örnek: [1, 5, 3, 7, 2], hedef=8 → [(1, 7), (3, 5)]

dict (hash map) ile O(n) çözüm; nested loop O(n²) kabul ama yavaş.","def two_sum_pairs(nums: list[int], target: int) -> list[list[int]]:
    pass","[{""""input"""": [[2, 7, 11, 15], 9], """"expected"""": [[2, 7]], """"description"""": """"target 9""""}, {""""input"""": [[1, 5, 3, 7, 9], 12], """"expected"""": [[3, 9], [5, 7]], """"description"""": """"target 12""""}, {""""input"""": [[1, 2, 3], 10], """"expected"""": [], """"description"""": """"hedef yok""""}]","[""""İpucu 1: Hash map: her sayının hedef-a eşini kontrol et."""", """"İpucu 2: dict[needed] = i, dict[number] = i."""", """"İpucu 3: Aynı çifti tekrar ekleme (set kullan).""""]",88,two_sum_pairs
algorithms,Sirali Dizide Ilk ve Son Occurrence,sirali-dizide-ilk-ve-son-occurrence,intermediate,"Sirali bir dizide target degerin ILK ve SON indeksini bul.
Yoksa [-1, -1] dondur.
find_first = lower bound","def search_range(nums: list[int], n: int) -> list[int]:
    pass","[{""input"": [[5, 7, 7, 8, 8, 10], 8], ""expected"": [3, 4]}, {""input"": [[5, 7, 7, 8, 8, 10], 6], ""expected"": [-1, -1]}, {""input"": [[], 0], ""expected"": [-1, -1]}, {""input"": [[1], 1], ""expected"": [0, 0]}, {""input"": [[1, 2, 3, 4, 5], 3], ""expected"": [2, 2]}]","[""💡 Ipucu 1: Iki binary search: biri lower bound, biri upper bound."", ""💡 Ipucu 2: nums[mid] < target -> sol = mid + 1; degilse sag = mid."", ""💡 Ipucu 3: Ilk occurrence icin >= target, son occurrence icin > target kullan.""]",94,search_range
algorithms,Dondurulmus Sirali Dizide Arama,dondurulmus-sirali-dizide-arama,intermediate,"Döndürülmüş (rotated) sıralı bir dizide hedef değerin indexini bul.
Aramayı O(log n)'de yap (binary search varyasyonu).
Yoksa -1 döndür.","def search_rotated(nums: list[int], n: int) -> int:
    pass","[{""input"": [[4, 5, 6, 7, 0, 1, 2], 0], ""expected"": 4, ""description"": ""klasik""}, {""input"": [[4, 5, 6, 7, 0, 1, 2], 3], ""expected"": -1, ""description"": ""yok""}, {""input"": [[1], 0], ""expected"": -1, ""description"": ""tek eleman, yok""}, {""input"": [[1, 3], 3], ""expected"": 1, ""description"": ""sağ yarıda""}, {""input"": [[5, 1, 3], 5], ""expected"": 0, ""description"": ""sol yarıda""}]","[""💡 Ipucu 1: Her adimda bir yari SORTED (sol veya sag)."", ""💡 Ipucu 2: nums[low] <= nums[mid] ise sol yari sirali; kontrol et target sol aralikta mi."", ""💡 Ipucu 3: Aksi halde sag yari sirali; kontrol et target sag aralikta mi.""]",95,search_rotated
algorithms,Tepe Elemanı Bul,bir-dizide-peak-element-nums-i-1-nums-i,intermediate,"Bir dizide tepe elemanı bul: nums[i-1] < nums[i] > nums[i+1]. Sadece komşularına bakarak (O(log n)) bulunabilir. Birden fazla tepe varsa herhangi birinin indeksini döndür.

Örnek: [1, 2, 3, 1] → 2 (nums[2]=3). Kenar elemanlar da tepe olabilir (sadece bir komşuya bakılır).

Modified binary search: ortadan başla, tarafa göre daralt.","def find_peak(nums: list[int]) -> int:
    pass","[{""input"": [1, 2, 3, 1], ""expected"": 2}, {""input"": [1, 2, 1, 3, 5, 6, 4], ""expected"": 5}, {""input"": [1], ""expected"": 0}, {""input"": [1, 2], ""expected"": 1}, {""input"": [2, 1], ""expected"": 0}]","[""💡 Ipucu 1: nums[mid] < nums[mid+1] ise peak sag tarafta."", ""💡 Ipucu 2: nums[mid] > nums[mid+1] ise peak sol tarafta (veya mid kendisi)."", ""💡 Ipucu 3: low < high dongusu kullan, return low.""]",96,find_peak_element
algorithms,Iki Isaretci ile Palindrom Kontrolu,iki-isaretci-ile-palindrom-kontrolu,intermediate,"Bir string'in palindrom olup olmadığını iki işaretçi ile kontrol et. Alfanümerik olmayan karakterler (boşluk, noktalama, büyük/küçük harf farkı) yoksayılır. Boş string palindrom kabul edilir.

Örnek: 'A man, a plan, a canal: Panama' → True. Örnek: 'race a car' → False.

str.replace/re.sub yasak, manuel karakter kontrolü gerekli.","def is_palindrome_two_pointer(x: str) -> bool:
    pass","[{""input"": ""A man, a plan, a canal: Panama"", ""expected"": true}, {""input"": ""race a car"", ""expected"": false}, {""input"": "" "", ""expected"": true}, {""input"": ""No lemon, no melon"", ""expected"": true}, {""input"": ""12321"", ""expected"": true}]","[""💡 Ipucu 1: left=0, right=len(s)-1 ile basla, iki uca isaretci koy."", ""💡 Ipucu 2: Alfanumerik degilse skip et (s[left].isalnum())."", ""💡 Ipucu 3: s[left].lower() != s[right].lower() ise False dondur.""]",97,is_palindrome_two_pointer
python-basics,Sag ve Sol En Uzun Karaktersiz Alt Dizi,sag-ve-sol-en-uzun-karaktersiz-alt-dizi,intermediate,"Bir string içinde en uzun benzersiz (tekrarsız karakter içeren) alt string'in uzunluğunu bul.
Sliding window + set/son_index mantığı kullan, O(n).
Boş string için 0 döndür.","def length_of_longest_substring(x: str) -> int:
    pass","[{""input"": ""abcabcbb"", ""expected"": 3, ""description"": ""klasik (abc)""}, {""input"": ""bbbbb"", ""expected"": 1, ""description"": ""hep aynı karakter""}, {""input"": ""pwwkew"", ""expected"": 3, ""description"": ""wke""}, {""input"": """", ""expected"": 0, ""description"": ""boş string""}, {""input"": ""abcdef"", ""expected"": 6, ""description"": ""tamamen benzersiz""}]","[""💡 Ipucu 1: Sliding window: left ve right isaretcileri, bir set ile tutulan karakterleri izle."", ""💡 Ipucu 2: s[right] sette varsa, left'ten baslayarak setten cikar, left++."", ""💡 Ipucu 3: Her adimda max(max_len, right - left + 1) guncelle.""]",98,length_of_longest_substring
algorithms,Iki Isaretci Ile Ters Ciftleri Say,iki-isaretci-ile-ters-ciftleri-say,intermediate,"Bir dizide, dizideki elemanların toplamı daha büyük olan (dominant) sayıyı bul.
Örnek: [16, 6, 3, 2, 1] → 16 (toplam 6+3+2+1=12, 16>12).
2x > sum(dizi) kontrolü, max() ile en büyük dominant eleman.","def count_inversions(nums: list[int]) -> int:
    pass","[{""input"": [2, 4, 1, 3, 5], ""expected"": 3}, {""input"": [5, 4, 3, 2, 1], ""expected"": 10}, {""input"": [1, 2, 3, 4, 5], ""expected"": 0}, {""input"": [1], ""expected"": 0}, {""input"": [], ""expected"": 0}]","[""💡 Ipucu 1: Merge sort yaklasimi - bol ve fethet."", ""💡 Ipucu 2: Sayaci merge sirasinda artir: sol[i] > sag[j] ise count += len(sol) - i."", ""💡 Ipucu 3: Daha basit O(n^2): her cifti kontrol et (ama yavas).""]",99,count_inversions
algorithms,Bir dizide en sik gecen K elemani bul,bir-dizide-en-sik-gecen-k-elemani-bul,intermediate,"Bir dizide en sik gecen K elemani bul.
Siralama onemli degil.
Ornek: nums=[1,1,1,2,2,3]","def top_k_frequent(nums: list[int], n: int) -> list[int]:
    pass","[{""input"": [[1, 1, 1, 2, 2, 3], 2], ""expected"": [1, 2]}, {""input"": [[1], 1], ""expected"": [1]}, {""input"": [[1, 2, 3, 4, 5], 5], ""expected"": [1, 2, 3, 4, 5]}, {""input"": [[4, 4, 4, 5, 5, 6], 1], ""expected"": [4]}]","[""💡 Ipucu 1: Counter ile frekanslari say."", ""💡 Ipucu 2: most_common(k) -> tek satirda coz (heap altyapili)."", ""💡 Ipucu 3: Manuel heap: heappush/pop ile O(n log k).""]",100,top_k_frequent
algorithms,İki Dizinin Kesişimi,i-ki-dizinin-kesisimi,beginner,"İki dizinin kesişimini (ortak elemanlar) döndür. Sonuçtaki her eleman eşsiz olmalı, sıralama önemli değil.","def intersection(nums1: list, nums2: list) -> list:
    pass","[{""input"": [[1, 2, 2, 1], [2, 2]], ""expected"": [2], ""description"": ""tekrarlar — unique ortak""}, {""input"": [[4, 9, 5], [9, 4, 9, 8, 4]], ""expected"": [9, 4], ""description"": ""klasik""}, {""input"": [[1, 2, 3], [4, 5, 6]], ""expected"": [], ""description"": ""kesisim yok""}]","[""💡 İpucu 1: set(nums1) & set(nums2) -> Pythonic çözüm."", ""💡 İpucu 2: Küçük diziyi sete çevir, büyük diziyi iterate et."", ""💡 İpucu 3: Tekrarları önle: result.append(x); seen.add(x) ile takip et.""]",101,intersection
algorithms,En Uzun Consecutive Sequence,en-uzun-consecutive-sequence,intermediate,"Bir dizideki en uzun ard arda gelen sayı dizisinin uzunluğunu bul.
Örnek: [100, 4, 200, 1, 3, 2] → 4 ([1,2,3,4]).
HashSet yaklaşımı: O(n) — her eleman için zincirin uzunluğunu bul (komsuya bakarak).","def longest_consecutive(nums: list[int]) -> int:
    pass","[{""input"": [100, 4, 200, 1, 3, 2], ""expected"": 4}, {""input"": [0, 3, 7, 2, 5, 8, 4, 6, 0, 1], ""expected"": 9}, {""input"": [], ""expected"": 0}, {""input"": [1, 2, 3, 4], ""expected"": 4}, {""input"": [10], ""expected"": 1}]","[""💡 Ipucu 1: Tum sayilari sete koy: num_set = set(nums)."", ""💡 Ipucu 2: Sadece dizi baslangici olan sayilari kontrol et: x-1 not in num_set."", ""💡 Ipucu 3: Oradan baslayarak while x+1 in set: x+=1. count tut.""]",102,longest_consecutive
data-structures,Tekrarlayan Elemanları Bul,tekrarlayan-elemanlari-bul,beginner,"Bir koleksiyonda birden fazla geçen elemanları bulun.
Koleksiyon tipini sen seç: hangi yapı en verimli?","def find_duplicates(nums: list[int]) -> list[int]:
    pass","[{""input"": [1, 2, 3, 4, 2, 3, 5], ""expected"": [2, 3]}, {""input"": [""a"", ""b"", ""a"", ""c"", ""b""], ""expected"": [""a"", ""b""]}, {""input"": [1, 2, 3], ""expected"": []}]","[""💡 İpucu 1: Birden fazla geçen elemanları saymak için 'frekans' sayacı lazım."", ""💡 İpucu 2: Counter veya dict.items() kullanabilirsin — hangisi daha okunur?"", ""💡 İpucu 3: count > 1 olanları filtreleyip liste yap.""]",110,find_duplicates
data-structures,En Sık Geçen Eleman,en-sik-gecen-eleman,beginner,"Bir koleksiyonda en çok geçen elemanı bul.
Birden fazla aynı frekansta varsa ilkini döndür.","def most_frequent(nums: list[int]) -> int | str:
    pass","[{""input"": [1, 2, 3, 2, 4, 2, 5], ""expected"": 2}, {""input"": [""a"", ""b"", ""a"", ""c""], ""expected"": ""a""}, {""input"": [1, 2], ""expected"": 1}]","[""💡 İpucu 1: Her elemanın frekansını tut."", ""💡 İpucu 2: collections.Counter kullanabilirsin veya dict."", ""💡 İpucu 3: counter.most_common(1) ile en sık olanı al.""]",112,most_frequent
data-structures,Otomatik Gruplama,otomatik-gruplama,intermediate,"Çiftlerden (key, value) oluşan bir listeyi anahtara göre grupla.
Sonuç: {key: [value1, value2, ...]} sözlüğü.
Gruplama sırası korunur.","def group_pairs(tokens: list[str], texts: list[str], strs: list[str]) -> dict:
    pass","[{""""input"""": [[""""A"""", """"elma""""], [""""A"""", """"armut""""], [""""B"""", """"muz""""]], """"expected"""": {""""A"""": [""""elma"""", """"armut""""], """"B"""": [""""muz""""]}, """"description"""": """"tipik""""}]","[""💡 İpucu 1: Sıradan dict'te her key için önce kontrol gerekir (if x not in d)."", ""💡 İpucu 2: defaultdict(list) ile ilk erişimde boş liste oluşur."", ""💡 İpucu 3: 'd[key].append(value)' ile direkt ekle.""]",114,group_pairs
data-structures,Lazy Üretici,lazy-uretici,intermediate,"Bellek tasarrufu için 0'dan n-1'e kadar sayı üreten generator fonksiyonu yaz.
yield kullan; n=0 ise hiç eleman üretmez.
Sonuç list olarak verilecekse eager çevrim yapılabilir.","def range_gen(n: int) -> list | list[int]:
    pass","[{""""input"""": 5, """"expected"""": [0, 1, 2, 3, 4], """"description"""": """"n=5""""}, {""""input"""": 0, """"expected"""": [], """"description"""": """"n=0""""}]","[""💡 İpucu 1: 'def' içinde 'yield' yaz → otomatik generator olur."", ""💡 İpucu 2: list(range_gen(5)) → [0, 1, 2, 3, 4]"", ""💡 İpucu 3: range() de generator döndürür, aynı mantık.""]",116,range_gen
data-structures,Sıralı Dizide Hızlı Arama,sirali-dizide-hizli-arama,intermediate,"Sıralı bir koleksiyonda belirli bir değeri hızlıca bul.
O(n) linear yerine O(log n) binary search kullan.
Örnek: [1,3,5,7,9,11] içinde 7 → indeks 3. Yoksa -1.
bisect.bisect_left(arr, target) tek satırda.","def search_in_sorted_array(nums: list[int], target: int) -> int:
    # Manuel binary search (sorted olduğu garanti)
    pass","[{""input"": {""sorted_items"": [1, 3, 5, 7, 9], ""value"": 5}, ""expected"": true}, {""input"": {""sorted_items"": [1, 3, 5, 7, 9], ""value"": 4}, ""expected"": false}, {""input"": {""sorted_items"": [], ""value"": 1}, ""expected"": false}]","[""💡 İpucu 1: Doğrusal arama O(n), binary search O(log n)."", ""💡 İpucu 2: İki işaretçi (sol, sağ), orta nokta bul."", ""💡 İpucu 3: bisect modülü hazır binary search sağlar.""]",117,search_in_sorted_array
data-structures,Top-K En Küçük Eleman,top-k-en-kucuk-eleman,intermediate,"Bir koleksiyondaki en küçük K elemanı döndür.
Listeyi tam sıralama O(n log n) yerine heap ile O(n log k).
Örnek: [3,1,4,1,5,9,2,6], k=3 → [1, 1, 2]. heapq.nsmallest(k, iterable).","def top_k_smallest(nums: dict) -> list[int]:
    pass","[{""input"": {""items"": [5, 2, 8, 1, 9, 3], ""k"": 3}, ""expected"": [1, 2, 3]}, {""input"": {""items"": [10, 20, 5, 15], ""k"": 2}, ""expected"": [5, 10]}]","[""💡 İpucu 1: sorted(items)[:k] basit ama O(n log n)."", ""💡 İpucu 2: heapq modülü heap (min-heap) verir."", ""💡 İpucu 3: heapq.nsmallest(k, items) — O(n log k).""]",118,top_k_smallest
data-structures,Kelime Frekansı,kelime-frekansi,beginner,"Bir metindeki kelime frekanslarını dict olarak döndür.
Noktalama ve büyük/küçük harf duyarlı olmasın.","def word_frequency(text: str) -> dict:
    pass","[{""input"": ""Python çok güzel. Python mülakat için."", ""expected"": {""python"": 2, ""çok"": 1, ""güzel"": 1, ""mülakat"": 1, ""için"": 1}, ""description"": ""tipik""}, {""input"": """", ""expected"": {}, ""description"": ""boş string""}, {""input"": ""bir iki bir üç iki bir"", ""expected"": {""bir"": 3, ""iki"": 2, ""üç"": 1}, ""description"": ""basit""}, {""input"": ""Hello, hello! HELLO."", ""expected"": {""hello"": 3}, ""description"": ""case-insensitive + noktalama""}]","[""💡 İpucu 1: .lower() ve regex ile kelimeleri ayır."", ""💡 İpucu 2: Counter kullan — en kısa yol."", ""💡 İpucu 3: dict.items() ile manual sayım da olur.""]",119,word_frequency
data-structures,Çoklu Anahtara Göre Sıralama,coklu-anahtara-gore-siralama,intermediate,"Bir sözlük listesini çoklu anahtara göre sırala.
Önce yaşa göre artan, sonra ada göre alfabetik.
Yapıyı sen seç.","def sort_people(mapping: dict, data: dict, mapping2: dict, mapping3: dict) -> list[dict]:
    pass","[{""input"": [{""name"": ""Ali"", ""age"": 30}, {""name"": ""Ayşe"", ""age"": 25}, {""name"": ""Mehmet"", ""age"": 30}, {""name"": ""Ayşe"", ""age"": 25}], ""expected"": [{""name"": ""Ayşe"", ""age"": 25}, {""name"": ""Ayşe"", ""age"": 25}, {""name"": ""Ali"", ""age"": 30}, {""name"": ""Mehmet"", ""age"": 30}], ""description"": ""tipik çoklu anahtar""}, {""input"": [{""name"": ""A"", ""age"": 20}], ""expected"": [{""name"": ""A"", ""age"": 20}], ""description"": ""tek eleman""}, {""input"": [{""name"": ""B"", ""age"": 30}, {""name"": ""A"", ""age"": 30}, {""name"": ""C"", ""age"": 30}], ""expected"": [{""name"": ""A"", ""age"": 30}, {""name"": ""B"", ""age"": 30}, {""name"": ""C"", ""age"": 30}], ""description"": ""aynı yaş, ada göre""}, {""input"": [], ""expected"": [], ""description"": ""boş liste""}]","[""""İpucu 1: sorted() key parametresi tuple alabilir."""", """"İpucu 2: sorted(data, key=lambda x: (x['age'], x['name']))"""", """"İpucu 3: Çoklu anahtar: (k1, k2) soldan sağa öncelikli.""""]",121,sort_people
